document_id,clean_text,label
Doc_19,background glioma common primary malignant brain tumor glioblastoma gbm aggressive subtype gbm characterized high recurrence rate treatment resistance leading poor patient outcome current prognostic model limited predictive power underscoring need elucidate underlying mechanism identify novel biomarkers improve therapeutic strategy prognostic model method gene expression clinical data gbm lgg obtained tcga cgga database single cell sequencing data gse selected geo database molecular characteristic glioma revealed normalization consensus clustering analysis immune scoring cell infiltration analysis pathway analysis tuba b identified key gene machine learning incorporated nomogram model using multivariate cox regression function validated qrt pcr vitro functional assay mouse xenograft model data analysis statistic performed using r software result consensus clustering tcga glioma dataset identified two aggrephagy subtypes c c c showing worse survival outcome higher immune infiltration tuba b identified independent prognostic marker high expression associated upregulated cell cycle pathway alteration immune microenvironment tuba b shown influence glioma cell proliferation migration invasion autophagy impacting tumor progression treatment response intercellular communication metabolic pathway conclusion study demonstrates high tuba b expression closely associated glioma malignancy poor prognosis making potential therapeutic target,Machine Learning
Doc_20,abstract background telemedicine one major change clinician encountered past decade particular covid pandemic televisits rapidly implemented guarantee patient assistance intention health care provider hcps continue use beyond pandemic aim national survey evaluate current usage telemedicine ibd patient perspective investigating patient impression telemedicine factor affecting machine learning ml analysis method march italian ibd patient association amici onlus distributed member mailing list social medium platform anonymous online questionnaire investigating use telemedicine socio demographic ibd characteristic collected usage patient satisfaction trust telemedicine assessed likert scale ml tool decision tree dt random forest rf applied identify determinant patient perception telemedicine produced rf ranking display two indicator incmse incnodepurity result nine hundred seventy eight ibd patient woman every italian region completed questionnaire among respondent personally telemedicine experience reported centre performed telemedicine service covid pandemic televisits e mail phone call dedicated website others overall would trust telemedicine service would like also another hcp e g nutritionist psychologist would like use telemedicine future answer specific question stated thought useful possibility use telemedicine would like centre offer facility considering last question output dt variable found influence patient willingness patient perception usefulness telemedicine treating disease since represented root tree explaining result rf ranking confirmed variable influenced patient perception highest level incmse incnodepurity figure conclusion practice telemedicine management ibd patient relevant throughout italy far less four every five respondent would like use telemedicine machine learning analysis show perceived usefulness telemedicine service key point patient would like part usual clinical practice,Machine Learning
Doc_21,purpose study aimed investigate performance multiparametric magnetic resonance imaging mpmri radiomic feature based machine learning ml model classifying gleason grade group gg prostate cancer method retrospective study total patient histopathologically confirmed prostate cancer underwent mpmri prostate biopsy included manual segmentation radiomic feature rf extracted weighted apparent diffusion coefficient high b value diffusion weighted magnetic resonance imaging dwmri patient split training set testing set according ratio pipeline considering combination two feature selection f method six ml classifier developed evaluated performance model assessed using accuracy sensitivity precision f measure area curve auc result high b value dwmri derived feature combination f method recursive feature elimination rfe classifier random forest achieved highest performance classification prostate cancer five ggs accuracy sensitivity precision f measure method also achieved average auc gg conclusion preoperative mpmri radiomic analysis based ml noninvasive approach showed good performance classification prostate cancer five ggs advance knowledge herein radiomic model based preoperative mpmri ml developed classify prostate cancer ggs study provides evidence analysis quantitative rf extracted high b value dwmri image based combination f method rfe classifier random forest applied multiclass grading prostate cancer accuracy,Machine Learning
Doc_22,prediction cutting force boring machining crucial understanding cutting deformation tool wear work piece quality physic based model offer adaptability across various working condition struggle complex dynamic scenario real time effectiveness conversely deep learning model effective capturing nonlinear relationship highly data dependent may lose accuracy unfamiliar condition study proposes physic enhanced data driven transformer phydt model real time cutting force prediction integrating physic knowledge deep learning specifically phydt leverage information machining parameter theoretical cutting force calculated using modified model based merchant theory johnson cook constitutive model transformer network time series sensory data input incorporating physic based insight model aim balance adaptability accuracy across different machining condition offering improved performance complex scenario designed built heterogeneous data acquisition platform boring process validate phydt model various experimental parameter result show improved prediction accuracy generalization untrained workpiece compared traditional data driven method ablation study show incorporating machining physic information multiscale attention cascaded convolutional neural network improves performance reducing mean absolute percentage error,Machine Learning
Doc_23,abstract demand food production increasing rapidly surge population cope increasing food demand precise agricultural management essential existing technique involve extensive field survey agricultural land discrimination minimize man hour effort time required technique automated technique precise crop type mapping monitoring used technique utilize satellite imagery advanced machine learning technique crop type mapping monitoring however performance technique affected factor fragmented land parcel seasonal variability inconsistent field level observation overcome issue study attempt classify grape non grape crop monitor phenological stage study area pune district india using sentinel satellite imagery deep learning dl segmentation technique u net deeplabv sentinel c sar imagery vv vh polarization year utilized train evaluate long short term memory network lstm model aim analyze temporal behavior grape crop pruning harvesting stage emphasis growth stage like leaf set fruit set ripening experimental result demonstrate u net outperforms deeplabv f score map grape crop classification lstm model showed performance f score phenological stage identification study help agricultural stakeholder effective large scale crop discrimination minimum human intervention potential reveal grape distribution development stage faster time,Machine Learning
Doc_24,kidney cancer known one deadliest cancer high morbidity mortality rate survivability cancer always patient first concern thus method need devised find survivability rate achieve goal machine learning model effective providing aid clinician accuracy research paper seer surveillance epidemiology end result database used provide information cancer statistic three different approach used paper first experiment used regression model second included multi class classification model predict survivability rate third used multi tier classification end achieved accuracy model predict survivability patient,Machine Learning
Doc_25,introduction analyze public perception active aging china mainstream social medium platform determine whether th five year plan development aging career older adult care system issued cpc fully addressed public need method original tweet posted weibo january june containing word aging old age extracted bidirectional encoder representation transformer bert based model used generate theme related perception qualitative thematic analysis independent review theme label conducted researcher result finding indicate public perception revolved around four theme health prevention protection convenient living environment cognitive health social integration protecting right interest older adult discussion study found although plan aligns theme lack clear planning financial security marital life,Data Science
Doc_26,phrase search encryption important technique cloud based iot system allows user retrieve encrypted iot data contains set consecutive keywords play important role cloud based e healthcare diagnosis system machine learning application cloud based iot system etc however best knowledge existing phrase search encryption scheme cannot achieve complete verification search result either cannot verify whether returned file correctly containing query phrase cannot verify whether file containing query phrase returned result verification important cloud based iot application search result incorrect cloud based e healthcare diagnosis system lead misdiagnosis even endanger patient life order deal problem article explores achieve verifiable phrase search encrypted cloud based iot data specifically design novel look table utilized determine verify position relationship among keywords meanwhile adopt two phase query strategy first query phase data user know identifier file containing keywords query phrase generate search trapdoor based identifier next phase second query phase data user obtain verification information check whether file containing query phrase correctly returned present security analysis scheme conduct extensive experiment result prove high security efficiency proposed scheme,Machine Learning
Doc_27,traffic system filled essential traffic control equipment cause massive infrastructural damage driver safety hacked explore machine learning method detect real time lock picking thwart unauthorized access electronics gather accelerometer gyroscopic data train decision tree model detecting lock picking analysis reveals standard deviation feature two accelerometer ax adequate achieving robust performance deployed real time decision tree model offsite test cabinet achieves accuracy,Machine Learning
Doc_28,tailored disaster preparedness intervention may effective equitable yet little known specific factor associated disaster household preparedness older adult african american black identity study aim ascertain difference importance feature machine learning model household disaster preparedness four group inform culturally tailored intervention recommendation nursing practice machine learning model developed tested combining data federal emergency management agency national household survey primary outcome variable composite readiness score total variable participant included sample self identified african american black reported year age older importance feature varied regarding financial insurance preparedness information seeking transportation group result reiterate need targeted intervention support financial resilience equitable resource access notably older adult black racial identity group tv tv news weather channel priority feature household disaster preparedness additionally reliance public transportation important among older adult black racial identity highlighting priority need equity disaster preparedness policy,Machine Learning
Doc_29,cross sectional study aim detect diabetic retinopathy dr patient retinal scan ophthalmological exam research make use tailored retinal image together opf optimum path forest rbm restricted boltzmann machine model categorize image according presence absence dr work feature extracted retinal image using rbm opf model particular thorough system training phase rbm able extract feature image study included fifteen distinct trial series thirty cycle repetition research comprised eye diabetic patient gender distribution reasonably balanced average age year remarkably rbm model stood top performer highest overall accuracy diagnosis term specificity rbm opf model surpassed competition correctly categorizing image free dr symptom finding highlight potential machine learning particularly rbm model self identifying illness potential machine learning model particular rbm opf automate diagnosis diabetic retinopathy demonstrated work result show well rbm model diagnosis sensitive well applied efficient dr screening diagnosis information may used improve effectiveness system identify retinal illness,Machine Learning
Doc_30,artificial intelligence making significant transformation human life application medical healthcare field also observed making impact improving overall outcome quest similar process mental health due lack observable change area suicide prevention last five year emerging body empirical research applying technology artificial intelligence ai machine learning ml mental health review clinical applicability ai ml based tool suicide prevention compelling question predicting suicidality focus research performed broad literature search identified article relevant meet objective review review available evidence provide brief overview advance field last five year evidence supporting implementation algorithm clinical practice current clinical utility limited using electronic health record could highly effective conjunction existing tool suicide prevention potential source relevant data include smart device social network site serious question data privacy ethic need attention developing new modality suicide research,Machine Learning
Doc_31,motivation missense variant play crucial role cancer development distinguishing frequently occur cancer genome rare may provide valuable insight important functional mechanism consequence specifically common variant confer growth advantage may undergone positive selection across different patient due similar selection pressure moreover study demonstrated significance rare mutation arise resistance mechanism response drug treatment highlight importance understanding role recurrent rare variant cancer addition existing tool variant prediction focus distinguishing variant found normal disease population often without considering specific disease context variant arise instead typically build predictor generalise across disease introduce candrivr c set cancer specific gradient boosting model designed distinguish rare recurrent cancer variant result curated missense variant data international cancer genome consortium icgc cancer type specific model significantly outperformed baseline pan cancer model achieving maximum leave one group cross validation logo cv f score candrivrskcm skin cutaneous melanoma candrivr skca skin adenocarcinoma compared baseline model notably dna shape property consistently ranked among top feature distinguishing recurrent rare variant across cancer specifically recurrent missense variant frequently occurred dna bend roll potentially implicating region prone dna replication error acting mutational hotspot availability implementation training test data python code available candrivr c github repository http github com amyfrancis candrivr c,Data Science
Doc_32,keratoconus problem cause change shape thickness cornea making thinner less resistant patient underwent refractive surgery laser higher chance developing disease corneal thinning cause blindness require corneal transplantation paper present proposal detect early stage keratoconus refractive surgery candidate applying machine learning algorithm corneal biomechanical data differentiate normal cornea keratoconus carrier solution aim assist medical diagnosis enabling identification patient potential risk developing disease greater accuracy decision making resumo ceratocone é um problema que provoca alterações formato e espessura da córnea deixando mais fina e menos resistente pacientes que foram submetidos cirurgia refrativa laser tem uma chance maior de desenvolver doença pelo afinamento corneano podendo causar cegueira e exigir transplante de córnea este artigo apresenta uma proposta para detectar estágios iniciais de ceratocone em pacientes candidatos cirurgia refrativa aplicando algoritmos de aprendizagem de máquina em dado oculares e biomecânicos da córnea de forma diferenciar córneas normais de portadores de ceratocone introdução ceratocone grego keratohorn córnea e konos cone é um problema na córnea olho humano com incidência de aproximadamente em casos na população mundial e caracteriza se pelo afinamento progressivo e assimétrico da córnea com formato cônico e irregular no estados unidos cerca de em pessoas desenvolvem doença kennedy et al de acordo com conselho brasileiro de oftalmologia do transplantes de córnea feitos brasil são decorrência ceratocone ceratocone é uma da características mais importantes se considerar na avaliação pré operatória de pacientes candidatos para cirurgia refrativa kanellopoulos et al ectasia ocular é nome dado para presença de alterações na curvatura da córnea há muitos métodos conhecidos na literatura para detecção da ectasia o principais são análise de índices indicadores topográficos tomográficos e biomecânicos randleman et al estudos recentes indicam que o índices biomecânicos são medidas essenciais para analisar fatores de risco para ectasia e podem ajudar detectar doença de forma precoce ante mesmo da evolução para o estágios mais avançados da doença levando mudanças na córnea objetivo desta pesquisa é investigar características oftalmológicas com base na medidas biomecânicas e oculares disponibilizadas por uma clínica de oftalmologia rio de janeiro contribuição esperada inclui desenvolvimento de um modelo de aprendizagem de máquina de alta precisão para detecção de ceratocone classificador proposto baseia se treinamento do dado oriundos de olhos normais e portadores de ceratocone aplicando variações na técnicas e metodologias já exploradas na literatura descoberta de conhecimento em base de dado também conhecida como kdd knowledge discovery database é uma da áreas de maior relevância para aplicação de mineração de dado e várias abordagens suport vector machine random forest redes neurais vêm sendo amplamente aplicadas na medicina e bioinformática na previsão de diagnósticos rohm et al aprendizagem de máquina tornou se popular na medicina dada sua capacidade de lidar com dado e de auxiliar diagnóstico médico oh et al detecção de ceratocone é chave para identificação de candidatos cirurgia refrativa jiménez et al apresentação problema cirurgia lasik ceratomileose laser situ é um procedimento de cirurgia refrativa indicado para correção da miopia astigmatismo e hipermetropia de comprovada segurança e eficácia kanellopoulos entretanto como qualquer outro tipo de procedimento cirúrgico envolve complicações uma complicação rara ma bastante séria que acomete o pacientes pós operatório é ectasia pós lasik conhecida como ceratocone klein et al cirurgia lasik resulta na remoção de tecido corneano ou seja reformula superfície da córnea para corrigir erro de refração quantidade de tecido da córnea que é removida estroma é chamada de profundidade da ablação ablation depth restante tecido corneano subjacente é chamado de leito estromal residual existem três camadas serem consideradas ao realizar lasik retalho flap tickness profundidade da ablação ablation depth e leito estromal residual rsb medidas da três camadas precisam ser analisadas ante que lasik possa ser executado conjunto de dado disponibilizado contém registros de pacientes com informações biomecânicas oculares distribuídas em variáveis conjunto de dado informa presença ou não da ectasia ocular sendo registros de olhos saudáveis e registros de olhos portadores de ceratocone proposta de solução proposta da pesquisa é desenvolver um modelo classificador para auxiliar na detecção de pacientes com risco de desenvolver ectasia ocular pós operatório da cirurgia de refração esta proposta de solução visa utilizar técnicas de aprendizagem de máquina para extrair padrões ocultos na medidas coletadas solução possibilitará prever com maior eficácia probabilidade de pacientes desenvolverem ectasia corneana no estágios iniciais graus e ii da tabela de classificação de amsler krumeich identificando características mais decisivas para desenvolvimento da doença metodologia proposta para alcance do objetivos da pesquisa consiste na etapas seguir caracterização problema teorização construção modelo classificador e avaliação experimental avaliação experimental modelo avaliação da solução partir da construção modelo ocorre na etapa de experimetação considerando se que apenas da instâncias observadas desenvolveram ceratocone serão aplicadas técnicas de undersampling ou oversampling para tratar desbalanceamento do dado técnica de undersampling diminui quantidade de observações com maior número de instâncias olhos normais e técnica de oversampling replica observações em menor quantidade olhos com ceratocone partir da equalização da observações classificador será avaliado quanto à sua matriz de confusão e medidas de sensibilidade especificidade acurácia curva roc receiver operating characteristic e auc area curve matriz de confusão relaciona o valores de entrada com o resultados previstos pelo classificador segregando em quatro quadrantes o verdadeiros positivos verdadeiros negativos falsos positivos e falsos negativos sensibilidade mede proporção de casos positivos identificados corretamente especificidade mede proporção de casos negativos identificados corretamente acurácia mede proporção de casos corretamente previstos curva roc mede taxon de falsos positivos eixo x e taxon de verdadeiros positivos eixo esquema abaixo representa fluxo proposto para treinamento classificador figura fluxo para treinamento classificador proposto partir do resultados obtidos serão aplicados testis estatísticos para comparar desempenho do modelos propostos teste de kruskal wallis possibilitará observar se existe diferença estatística relevante entre o algoritmos utilizados em cada modelo confirmando esta hipótese o testis de scott knott e effect size de cohen permitirão analisar magnitude desta diferença possibilitando ranquear o modelos que melhor contribuem com classificador atividades realizadas pesquisa encontra se na fase inicial correspondente contextualização problema e levantamento de estudos semelhantes extraídos da literatura embora estes trabalhos indiquem elevado desempenho diagnóstico de ceratocone por meio da aplicação de distintas técnicas de aprendizagem de máquina esta pesquisa propõe se em combinar acurácia de técnicas supervisionadas na detecção de class previamente conhecidas com adaptabilidade de técnicas não supervisionadas na detecção de nova class quadro abaixo apresenta uma amostra levantamento realizado quadro amostra de trabalhos realizados para diagnóstico de ceratocone autor técnica auc parâmetros alexandru lavric et al cnn topografia da imagens r ambrósio et al rf loocv dado tomográficos pentacam hr biomecânicos corvis st accardo et al nn dado topográficos legenda nn neural network cnn convolution neural network rf random forest loocv leave one cross validation considerações finais aplicação de técnicas de aprendizagem de máquina vem se consolidado como estratégia fundamental diagnóstico de ceratocone desenvolvimento de um modelo analítico de dado para detectar estágios iniciais de ceratocone permite que ferramentas de apoio decisão utilizem como insumo seus dado para garantir uma maior assertividade diagnóstico médico aliado ao alto desempenho esperado em termos de sensibilidade acurácia e especificidade da solução espera se minimizar chance de complicações pós operatório em pacientes de risco candidatos cirurgia refrativa,Machine Learning
Doc_33,satellite communication system necessary implement fast effective interference suppression unknown interference signal ensure safety reliability satellite communication successful recognition type interference prerequisite ensuring high efficiency anti interference paper incremental learning method introduced process satellite interference signal recognition lower hardware condition required machine learning algorithm reduce memory consumption shorten computing time firstly variety frequency domain feature extracted five kind interference signal often appear satellite communication system classification feature parameter secondly incremental support vector machine learning model proposed gert cauwenberghs et al extended multiclass model one versus one decision tree directed acyclic graph respectively three improved model used train characteristic parameter interference signal obtain recognition result simulation experiment show compared conventional multi category support vector machine model proposed model little difference recognition accuracy computing time memory occupation training model greatly reduced result consistent actual requirement satellite communication system,Machine Learning
Doc_34,monitoring evaluation e essential process international development ensuring accountability learning program effectiveness article examines evolution e compliance driven reporting adaptive system grounded result based management rbm logical framework approach logframe theory change toc particular attention given low resource setting context sensitive cost effective approach critical analysis highlight practical strategy adapting data collection reporting example health agriculture community program emerging trend including use mobile technology artificial intelligence machine learning considered potential enhance real time monitoring predictive insight article concludes participatory culturally grounded adaptive approach essential strengthening trust ensuring sustainability embedding e culture learning development practice,Machine Learning
Doc_35,paper proposes novel simple multilayer feature learning method image classification employing extreme learning machine elm proposed algorithm composed two stage multilayer elm ml elm feature mapping stage elm learning stage ml elm feature mapping stage recursively built alternating feature map construction maximum pooling operation particular input weight constructing feature map randomly generated hence need trained tuned make algorithm highly efficient moreover maximum pooling operation enables algorithm invariant certain transformation elm learning stage elastic net regularization proposed learn output weight elastic net regularization help learn compact meaningful output weight addition preprocess input data dense scale invariant feature transform operation improve robustness invariance algorithm evaluate effectiveness proposed method several experiment conducted three challenging database compared conventional deep learning method related one proposed method achieves best classification result high computational efficiency,Machine Learning
